pruid,prename,report_date,numtotal_all_administered,as_of_date,numtotal_dose1_administered,numtotal_dose2_administered,numtotal_dose3_administered,numtotal_dose4_administered,updated
11,Prince Edward Island,2023-06-16,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-06-16,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-06-16,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-16,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-06-16,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-06-16,98248195,2023-06-16,32630357,31306097,19781420,10021405,1
59,British Columbia,2023-06-17,14343876,2023-04-15,4618540,4461186,2995501,1742319,0
48,Alberta,2023-06-17,10058997,2023-06-12,3636850,3447846,1830012,1144289,0
47,Saskatchewan,2023-06-17,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-17,3387046,2023-04-23,1165242,1114790,654928,323980,0
35,Ontario,2023-06-17,37561786,2023-06-16,12508185,12049298,7760101,3683345,1
24,Quebec,2023-06-17,23086846,2023-06-11,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-17,2072076,2023-04-23,706025,666607,411638,201604,0
12,Nova Scotia,2023-06-17,2666051,2023-04-23,893126,849563,553289,281732,0
11,Prince Edward Island,2023-06-17,442897,2023-04-23,148112,142630,87704,46158,0
10,Newfoundland and Labrador,2023-06-17,1462441,2023-04-23,491349,476238,307675,141001,0
60,Yukon,2023-06-17,110746,2023-04-23,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-17,111137,2023-04-23,41455,39986,21276,7321,0
62,Nunavut,2023-06-17,85012,2023-04-23,33011,30703,16980,3523,0
1,Canada,2023-06-17,98248997,2023-06-17,32630398,31306151,19781518,10021610,1
59,British Columbia,2023-06-18,14381047,2023-06-18,4477601,4313644,2967991,1750345,1
48,Alberta,2023-06-18,10058997,2023-06-12,3636850,3447846,1830012,1144289,0
47,Saskatchewan,2023-06-18,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-18,3407142,2023-06-18,1165867,1115533,656225,325970,1
35,Ontario,2023-06-18,37561967,2023-06-17,12508192,12049302,7760114,3683396,1
24,Quebec,2023-06-18,23086846,2023-06-11,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-18,2086072,2023-06-18,706181,666818,411958,202829,1
12,Nova Scotia,2023-06-18,2693508,2023-06-18,893478,850026,554081,284133,1
11,Prince Edward Island,2023-06-18,445590,2023-06-18,148172,142689,87767,46422,1
10,Newfoundland and Labrador,2023-06-18,1473153,2023-06-18,491424,476408,307908,141873,1
60,Yukon,2023-06-18,110746,2023-06-18,37944,36994,21783,10836,1
61,Northwest Territories,2023-06-18,112662,2023-06-18,43493,39234,20597,7581,1
62,Nunavut,2023-06-18,85214,2023-06-18,33020,30713,17008,3571,1
1,Canada,2023-06-18,98363030,2023-06-18,32492781,31159517,19756075,10036747,1
59,British Columbia,2023-06-19,14381047,2023-06-18,4477601,4313644,2967991,1750345,0
48,Alberta,2023-06-19,10058997,2023-06-12,3636850,3447846,1830012,1144289,0
47,Saskatchewan,2023-06-19,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-19,3407142,2023-06-18,1165867,1115533,656225,325970,0
35,Ontario,2023-06-19,37562988,2023-06-18,12508244,12049342,7760201,3683595,1
24,Quebec,2023-06-19,23086846,2023-06-11,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-19,2086072,2023-06-18,706181,666818,411958,202829,0
12,Nova Scotia,2023-06-19,2693508,2023-06-18,893478,850026,554081,284133,0
11,Prince Edward Island,2023-06-19,445590,2023-06-18,148172,142689,87767,46422,0
10,Newfoundland and Labrador,2023-06-19,1473153,2023-06-18,491424,476408,307908,141873,0
60,Yukon,2023-06-19,110746,2023-06-18,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-19,112662,2023-06-18,43493,39234,20597,7581,0
62,Nunavut,2023-06-19,85214,2023-06-18,33020,30713,17008,3571,0
1,Canada,2023-06-19,98364051,2023-06-19,32492833,31159557,19756162,10036946,1
59,British Columbia,2023-06-20,14381047,2023-06-18,4477601,4313644,2967991,1750345,0
48,Alberta,2023-06-20,10058997,2023-06-12,3636850,3447846,1830012,1144289,0
47,Saskatchewan,2023-06-20,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-20,3407142,2023-06-18,1165867,1115533,656225,325970,0
35,Ontario,2023-06-20,37564211,2023-06-19,12508286,12049389,7760291,3683847,1
24,Quebec,2023-06-20,23086846,2023-06-11,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-20,2086072,2023-06-18,706181,666818,411958,202829,0
12,Nova Scotia,2023-06-20,2693508,2023-06-18,893478,850026,554081,284133,0
11,Prince Edward Island,2023-06-20,445590,2023-06-18,148172,142689,87767,46422,0
10,Newfoundland and Labrador,2023-06-20,1473153,2023-06-18,491424,476408,307908,141873,0
60,Yukon,2023-06-20,110746,2023-06-18,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-20,112662,2023-06-18,43493,39234,20597,7581,0
62,Nunavut,2023-06-20,85214,2023-06-18,33020,30713,17008,3571,0
1,Canada,2023-06-20,98365274,2023-06-20,32492875,31159604,19756252,10037198,1
59,British Columbia,2023-06-21,14381047,2023-06-18,4477601,4313644,2967991,1750345,0
48,Alberta,2023-06-21,10062971,2023-06-19,3636850,3447846,1830012,1144289,1
47,Saskatchewan,2023-06-21,2860086,2023-05-22,996014,931037,535325,397710,0
46,Manitoba,2023-06-21,3407142,2023-06-18,1165867,1115533,656225,325970,0
35,Ontario,2023-06-21,37565558,2023-06-20,12508361,12049452,7760421,3684105,1
24,Quebec,2023-06-21,23091965,2023-06-18,7354545,7059273,4585306,2037792,1
13,New Brunswick,2023-06-21,2086072,2023-06-18,706181,666818,411958,202829,0
12,Nova Scotia,2023-06-21,2693508,2023-06-18,893478,850026,554081,284133,0
11,Prince Edward Island,2023-06-21,445590,2023-06-18,148172,142689,87767,46422,0
10,Newfoundland and Labrador,2023-06-21,1473153,2023-06-18,491424,476408,307908,141873,0
60,Yukon,2023-06-21,110746,2023-06-18,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-21,112662,2023-06-18,43493,39234,20597,7581,0
62,Nunavut,2023-06-21,85214,2023-06-18,33020,30713,17008,3571,0
1,Canada,2023-06-21,98375714,2023-06-21,32492950,31159667,19756382,10037456,1
59,British Columbia,2023-06-22,14381047,2023-06-18,4477601,4313644,2967991,1750345,0
48,Alberta,2023-06-22,10062971,2023-06-19,3636850,3447846,1830012,1144289,0
47,Saskatchewan,2023-06-22,2865766,2023-06-19,996420,931485,535747,402114,1
46,Manitoba,2023-06-22,3407142,2023-06-18,1165867,1115533,656225,325970,0
35,Ontario,2023-06-22,37567017,2023-06-21,12508417,12049486,7760514,3684426,1
24,Quebec,2023-06-22,23091965,2023-06-18,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-22,2086072,2023-06-18,706181,666818,411958,202829,0
12,Nova Scotia,2023-06-22,2693508,2023-06-18,893478,850026,554081,284133,0
11,Prince Edward Island,2023-06-22,445590,2023-06-18,148172,142689,87767,46422,0
10,Newfoundland and Labrador,2023-06-22,1473153,2023-06-18,491424,476408,307908,141873,0
60,Yukon,2023-06-22,110746,2023-06-18,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-22,112662,2023-06-18,43493,39234,20597,7581,0
62,Nunavut,2023-06-22,85214,2023-06-18,33020,30713,17008,3571,0
1,Canada,2023-06-22,98382853,2023-06-22,32493412,31160149,19756897,10042181,1
59,British Columbia,2023-06-23,14381047,2023-06-18,4477601,4313644,2967991,1750345,0
48,Alberta,2023-06-23,10062971,2023-06-19,3636850,3447846,1830012,1144289,0
47,Saskatchewan,2023-06-23,2865766,2023-06-19,996420,931485,535747,402114,0
46,Manitoba,2023-06-23,3407142,2023-06-18,1165867,1115533,656225,325970,0
35,Ontario,2023-06-23,37568353,2023-06-22,12508467,12049545,7760590,3684716,1
24,Quebec,2023-06-23,23091965,2023-06-18,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-23,2086072,2023-06-18,706181,666818,411958,202829,0
12,Nova Scotia,2023-06-23,2693508,2023-06-18,893478,850026,554081,284133,0
11,Prince Edward Island,2023-06-23,445590,2023-06-18,148172,142689,87767,46422,0
10,Newfoundland and Labrador,2023-06-23,1473153,2023-06-18,491424,476408,307908,141873,0
60,Yukon,2023-06-23,110746,2023-06-18,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-23,112662,2023-06-18,43493,39234,20597,7581,0
62,Nunavut,2023-06-23,85214,2023-06-18,33020,30713,17008,3571,0
1,Canada,2023-06-23,98384189,2023-06-23,32493462,31160208,19756973,10042471,1
59,British Columbia,2023-06-24,14381047,2023-06-18,4477601,4313644,2967991,1750345,0
48,Alberta,2023-06-24,10062971,2023-06-19,3636850,3447846,1830012,1144289,0
47,Saskatchewan,2023-06-24,2865766,2023-06-19,996420,931485,535747,402114,0
46,Manitoba,2023-06-24,3407142,2023-06-18,1165867,1115533,656225,325970,0
35,Ontario,2023-06-24,37569109,2023-06-23,12508498,12049597,7760688,3684900,1
24,Quebec,2023-06-24,23091965,2023-06-18,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-24,2086072,2023-06-18,706181,666818,411958,202829,0
12,Nova Scotia,2023-06-24,2693508,2023-06-18,893478,850026,554081,284133,0
11,Prince Edward Island,2023-06-24,445590,2023-06-18,148172,142689,87767,46422,0
10,Newfoundland and Labrador,2023-06-24,1473153,2023-06-18,491424,476408,307908,141873,0
60,Yukon,2023-06-24,110746,2023-06-18,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-24,112662,2023-06-18,43493,39234,20597,7581,0
62,Nunavut,2023-06-24,85214,2023-06-18,33020,30713,17008,3571,0
1,Canada,2023-06-24,98384945,2023-06-24,32493493,31160260,19757071,10042655,1
59,British Columbia,2023-06-25,14381047,2023-06-18,4477601,4313644,2967991,1750345,0
48,Alberta,2023-06-25,10062971,2023-06-19,3636850,3447846,1830012,1144289,0
47,Saskatchewan,2023-06-25,2865766,2023-06-19,996420,931485,535747,402114,0
46,Manitoba,2023-06-25,3407142,2023-06-18,1165867,1115533,656225,325970,0
35,Ontario,2023-06-25,37569361,2023-06-24,12508510,12049606,7760709,3684956,1
24,Quebec,2023-06-25,23091965,2023-06-18,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-25,2086072,2023-06-18,706181,666818,411958,202829,0
12,Nova Scotia,2023-06-25,2693508,2023-06-18,893478,850026,554081,284133,0
11,Prince Edward Island,2023-06-25,445590,2023-06-18,148172,142689,87767,46422,0
10,Newfoundland and Labrador,2023-06-25,1473153,2023-06-18,491424,476408,307908,141873,0
60,Yukon,2023-06-25,110746,2023-06-18,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-25,112662,2023-06-18,43493,39234,20597,7581,0
62,Nunavut,2023-06-25,85214,2023-06-18,33020,30713,17008,3571,0
1,Canada,2023-06-25,98385197,2023-06-25,32493505,31160269,19757092,10042711,1
59,British Columbia,2023-06-26,14381047,2023-06-18,4477601,4313644,2967991,1750345,0
48,Alberta,2023-06-26,10062971,2023-06-19,3636850,3447846,1830012,1144289,0
47,Saskatchewan,2023-06-26,2865766,2023-06-19,996420,931485,535747,402114,0
46,Manitoba,2023-06-26,3407142,2023-06-18,1165867,1115533,656225,325970,0
35,Ontario,2023-06-26,37570403,2023-06-25,12508590,12049647,7760804,3685181,1
24,Quebec,2023-06-26,23091965,2023-06-18,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-26,2086072,2023-06-18,706181,666818,411958,202829,0
12,Nova Scotia,2023-06-26,2693508,2023-06-18,893478,850026,554081,284133,0
11,Prince Edward Island,2023-06-26,445590,2023-06-18,148172,142689,87767,46422,0
10,Newfoundland and Labrador,2023-06-26,1473153,2023-06-18,491424,476408,307908,141873,0
60,Yukon,2023-06-26,110746,2023-06-18,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-26,112662,2023-06-18,43493,39234,20597,7581,0
62,Nunavut,2023-06-26,85214,2023-06-18,33020,30713,17008,3571,0
1,Canada,2023-06-26,98386239,2023-06-26,32493585,31160310,19757187,10042936,1
59,British Columbia,2023-06-27,14381047,2023-06-18,4477601,4313644,2967991,1750345,0
48,Alberta,2023-06-27,10062971,2023-06-19,3636850,3447846,1830012,1144289,0
47,Saskatchewan,2023-06-27,2865766,2023-06-19,996420,931485,535747,402114,0
46,Manitoba,2023-06-27,3407142,2023-06-18,1165867,1115533,656225,325970,0
35,Ontario,2023-06-27,37571689,2023-06-26,12508662,12049698,7760906,3685435,1
24,Quebec,2023-06-27,23091965,2023-06-18,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-27,2086072,2023-06-18,706181,666818,411958,202829,0
12,Nova Scotia,2023-06-27,2693508,2023-06-18,893478,850026,554081,284133,0
11,Prince Edward Island,2023-06-27,445590,2023-06-18,148172,142689,87767,46422,0
10,Newfoundland and Labrador,2023-06-27,1473153,2023-06-18,491424,476408,307908,141873,0
60,Yukon,2023-06-27,110746,2023-06-18,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-27,112662,2023-06-18,43493,39234,20597,7581,0
62,Nunavut,2023-06-27,85214,2023-06-18,33020,30713,17008,3571,0
1,Canada,2023-06-27,98387525,2023-06-27,32493657,31160361,19757289,10043190,1
59,British Columbia,2023-06-28,14381047,2023-06-18,4477601,4313644,2967991,1750345,0
48,Alberta,2023-06-28,10066316,2023-06-24,3637188,3448246,1830536,1150346,1
47,Saskatchewan,2023-06-28,2865766,2023-06-19,996420,931485,535747,402114,0
46,Manitoba,2023-06-28,3407142,2023-06-18,1165867,1115533,656225,325970,0
35,Ontario,2023-06-28,37572991,2023-06-27,12508726,12049766,7760998,3685689,1
24,Quebec,2023-06-28,23095569,2023-06-25,7354545,7059273,4585306,2037792,1
13,New Brunswick,2023-06-28,2086072,2023-06-18,706181,666818,411958,202829,0
12,Nova Scotia,2023-06-28,2693508,2023-06-18,893478,850026,554081,284133,0
11,Prince Edward Island,2023-06-28,445590,2023-06-18,148172,142689,87767,46422,0
10,Newfoundland and Labrador,2023-06-28,1473153,2023-06-18,491424,476408,307908,141873,0
60,Yukon,2023-06-28,110746,2023-06-18,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-28,112662,2023-06-18,43493,39234,20597,7581,0
62,Nunavut,2023-06-28,85214,2023-06-18,33020,30713,17008,3571,0
1,Canada,2023-06-28,98395776,2023-06-28,32494059,31160829,19757905,10049501,1
59,British Columbia,2023-06-29,14381047,2023-06-18,4477601,4313644,2967991,1750345,0
48,Alberta,2023-06-29,10066316,2023-06-24,3637188,3448246,1830536,1150346,0
47,Saskatchewan,2023-06-29,2865766,2023-06-19,996420,931485,535747,402114,0
46,Manitoba,2023-06-29,3407142,2023-06-18,1165867,1115533,656225,325970,0
35,Ontario,2023-06-29,37574342,2023-06-28,12508801,12049828,7761129,3685980,1
24,Quebec,2023-06-29,23095569,2023-06-25,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-29,2086072,2023-06-18,706181,666818,411958,202829,0
12,Nova Scotia,2023-06-29,2693508,2023-06-18,893478,850026,554081,284133,0
11,Prince Edward Island,2023-06-29,445590,2023-06-18,148172,142689,87767,46422,0
10,Newfoundland and Labrador,2023-06-29,1473153,2023-06-18,491424,476408,307908,141873,0
60,Yukon,2023-06-29,110746,2023-06-18,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-29,112662,2023-06-18,43493,39234,20597,7581,0
62,Nunavut,2023-06-29,85214,2023-06-18,33020,30713,17008,3571,0
1,Canada,2023-06-29,98397127,2023-06-29,32494134,31160891,19758036,10049792,1
59,British Columbia,2023-06-30,14381047,2023-06-18,4477601,4313644,2967991,1750345,0
48,Alberta,2023-06-30,10066316,2023-06-24,3637188,3448246,1830536,1150346,0
47,Saskatchewan,2023-06-30,2865766,2023-06-19,996420,931485,535747,402114,0
46,Manitoba,2023-06-30,3407142,2023-06-18,1165867,1115533,656225,325970,0
35,Ontario,2023-06-30,37575567,2023-06-29,12508853,12049918,7761251,3686257,1
24,Quebec,2023-06-30,23095569,2023-06-25,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-06-30,2086072,2023-06-18,706181,666818,411958,202829,0
12,Nova Scotia,2023-06-30,2693508,2023-06-18,893478,850026,554081,284133,0
11,Prince Edward Island,2023-06-30,445590,2023-06-18,148172,142689,87767,46422,0
10,Newfoundland and Labrador,2023-06-30,1473153,2023-06-18,491424,476408,307908,141873,0
60,Yukon,2023-06-30,110746,2023-06-18,37944,36994,21783,10836,0
61,Northwest Territories,2023-06-30,112662,2023-06-18,43493,39234,20597,7581,0
62,Nunavut,2023-06-30,85214,2023-06-18,33020,30713,17008,3571,0
1,Canada,2023-06-30,98398352,2023-06-30,32494186,31160981,19758158,10050069,1
59,British Columbia,2023-07-01,14381047,2023-06-18,4477601,4313644,2967991,1750345,0
48,Alberta,2023-07-01,10066316,2023-06-24,3637188,3448246,1830536,1150346,0
47,Saskatchewan,2023-07-01,2865766,2023-06-19,996420,931485,535747,402114,0
46,Manitoba,2023-07-01,3407142,2023-06-18,1165867,1115533,656225,325970,0
35,Ontario,2023-07-01,37575714,2023-06-30,12508863,12049922,7761266,3686294,1
24,Quebec,2023-07-01,23095569,2023-06-25,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-07-01,2086072,2023-06-18,706181,666818,411958,202829,0
12,Nova Scotia,2023-07-01,2693508,2023-06-18,893478,850026,554081,284133,0
11,Prince Edward Island,2023-07-01,445590,2023-06-18,148172,142689,87767,46422,0
10,Newfoundland and Labrador,2023-07-01,1473153,2023-06-18,491424,476408,307908,141873,0
60,Yukon,2023-07-01,110746,2023-06-18,37944,36994,21783,10836,0
61,Northwest Territories,2023-07-01,112662,2023-06-18,43493,39234,20597,7581,0
62,Nunavut,2023-07-01,85214,2023-06-18,33020,30713,17008,3571,0
1,Canada,2023-07-01,98398499,2023-07-01,32494196,31160985,19758173,10050106,1
59,British Columbia,2023-07-02,14381047,2023-06-18,4477601,4313644,2967991,1750345,0
48,Alberta,2023-07-02,10066316,2023-06-24,3637188,3448246,1830536,1150346,0
47,Saskatchewan,2023-07-02,2865766,2023-06-19,996420,931485,535747,402114,0
46,Manitoba,2023-07-02,3407142,2023-06-18,1165867,1115533,656225,325970,0
35,Ontario,2023-07-02,37575873,2023-07-01,12508869,12049927,7761291,3686339,1
24,Quebec,2023-07-02,23095569,2023-06-25,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-07-02,2086072,2023-06-18,706181,666818,411958,202829,0
12,Nova Scotia,2023-07-02,2693508,2023-06-18,893478,850026,554081,284133,0
11,Prince Edward Island,2023-07-02,445590,2023-06-18,148172,142689,87767,46422,0
10,Newfoundland and Labrador,2023-07-02,1473153,2023-06-18,491424,476408,307908,141873,0
60,Yukon,2023-07-02,110746,2023-06-18,37944,36994,21783,10836,0
61,Northwest Territories,2023-07-02,112662,2023-06-18,43493,39234,20597,7581,0
62,Nunavut,2023-07-02,85214,2023-06-18,33020,30713,17008,3571,0
1,Canada,2023-07-02,98398658,2023-07-02,32494202,31160990,19758198,10050151,1
59,British Columbia,2023-07-03,14381047,2023-06-18,4477601,4313644,2967991,1750345,0
48,Alberta,2023-07-03,10066316,2023-06-24,3637188,3448246,1830536,1150346,0
47,Saskatchewan,2023-07-03,2865766,2023-06-19,996420,931485,535747,402114,0
46,Manitoba,2023-07-03,3407142,2023-06-18,1165867,1115533,656225,325970,0
35,Ontario,2023-07-03,37576373,2023-07-02,12508885,12049937,7761338,3686450,1
24,Quebec,2023-07-03,23095569,2023-06-25,7354545,7059273,4585306,2037792,0
13,New Brunswick,2023-07-03,2086072,2023-06-18,706181,666818,411958,202829,0
12,Nova Scotia,2023-07-03,2693508,2023-06-18,893478,850026,554081,284133,0
11,Prince Edward Island,2023-07-03,445590,2023-06-18,148172,142689,87767,46422,0
10,Newfoundland and Labrador,2023-07-03,1473153,2023-06-18,491424,476408,307908,141873,0
60,Yukon,2023-07-03,110746,2023-06-18,37944,36994,21783,10836,0
61,Northwest Territories,2023-07-03,112662,2023-06-18,43493,39234,20597,7581,0
62,Nunavut,2023-07-03,85214,2023-06-18,33020,30713,17008,3571,0
1,Canada,2023-07-03,98399158,2023-07-03,32494218,31161000,19758245,10050262,1
59,British Columbia,2023-07-04,14381047,2023-06-18,4477601,4313644,2967991,1750345,0
48,Alberta,2023-07-04,10066316,2023-06-24,3637188,3448246,1830536,1150346,0
47,Saskatchewan,2023-07-04,2865766,2023-06-19,996420,931485,535747,402114,0
46,Manitoba,2023-07-04,3407142,2023-06-18,1165867,1115533,656225,325970,0
35,Ontario,2023-07-04,37577257,2023-07-03,12508938,12049977,7761407,3686624,1
24,Quebec,2023-07-04,23095569,2023-06-25,7354545,7059273,4585306,2037792,0
